,Unnamed: 0,YEAR,State_code,State,TopicType,Type of smoking,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,pct of young people,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder,Period
8180,8180,1999,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,3.2,,,0.3,2.7,3.7,3377.0,Overall,All Races,All Ages,Middle School,"(41.641040988001, -99.365720623)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
8181,8181,2011,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,5.6,,,0.7,4.2,7.0,2735.0,Female,All Races,All Ages,Middle School,"(35.466220975, -79.159250463)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,3.0
8182,8182,2015,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.0,,,0.3,0.4,1.7,917.0,Female,All Races,All Ages,Middle School,"(47.475319779, -100.118421049)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,3.0
8183,8183,2008,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,26.2,,,3.0,20.4,32.0,503.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
8184,8184,2011,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,0.7,,,0.3,0.2,1.2,2144.0,Overall,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,3.0
8185,8185,2005,MO,Missouri,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,49.4,,,7.2,35.1,63.6,54.0,Male,All Races,All Ages,Middle School,"(38.635790776, -92.566300053)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,2.0
8186,8186,2011,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,47.2,,,5.1,37.3,57.1,153.0,Male,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,3.0
8187,8187,2000,IN,Indiana,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,48.3,,,7.0,34.6,62.1,69.0,Male,All Races,All Ages,Middle School,"(39.766910452, -86.149960194)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
8188,8188,2014,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.2,0.0,0.6,970.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
8189,8189,2011,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.0,,,0.4,1.2,2.8,1124.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
8190,8190,2000,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,13.3,,,1.7,9.9,16.7,781.0,Male,All Races,All Ages,Middle School,"(34.748650124, -92.274490743)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
8191,8191,2000,NY,New York,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,29.2,,,3.5,22.4,36.0,2007.0,Overall,All Races,All Ages,Middle School,"(42.827001032, -75.543970427)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
8192,8192,2011,AZ,Arizona,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,38.9,,,5.3,28.6,49.2,143.0,Overall,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,3.0
8193,8193,2006,NE,Nebraska,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,52.8,,,2.3,48.2,57.4,409.0,Overall,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,2.0
8194,8194,2000,ME,Maine,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,4.7,,,1.3,2.1,7.3,672.0,Female,All Races,All Ages,Middle School,"(45.254228894001, -68.985031336)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
8195,8195,2002,KS,Kansas,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6,1.0
8196,8196,2008,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,25.8,,,2.4,21.1,30.5,949.0,Male,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
8197,8197,2003,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,24.1,,,1.8,20.5,27.8,708.0,Female,All Races,All Ages,High School,"(38.635790776, -92.566300053)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
8198,8198,2011,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,35.3,,,2.2,31.0,39.6,1047.0,Male,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,3.0
8199,8199,2002,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.3,,,0.4,1.4,3.1,2797.0,Female,All Races,All Ages,Middle School,"(35.466220975, -79.159250463)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
8200,8200,2005,AR,Arkansas,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,54.6,,,2.9,48.9,60.4,227.0,Male,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,2.0
8201,8201,2007,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,21.3,,,1.6,18.2,24.4,1290.0,Overall,All Races,All Ages,High School,"(38.635790776, -92.566300053)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
8202,8202,2012,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.2,0.0,0.5,422.0,Male,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
8203,8203,2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,6.5,,,0.8,4.9,8.1,1456.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
8204,8204,2001,MI,Michigan,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.3,,,0.1,0.0,0.5,1605.0,Female,All Races,All Ages,High School,"(44.661319543001, -84.71439027)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
8205,8205,2000,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,13.8,,,2.0,10.0,17.6,789.0,Male,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
8206,8206,1999,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,14.7,,,1.2,12.3,17.1,1503.0,Overall,All Races,All Ages,Middle School,"(38.635790776, -92.566300053)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
8207,8207,2006,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,7.7,,,1.0,5.8,9.6,3589.0,Overall,All Races,All Ages,Middle School,"(39.766910452, -86.149960194)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
8208,8208,2007,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.2,0.0,0.6,1120.0,Female,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
8209,8209,2013,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,0.2,,,0.1,0.0,0.4,1695.0,Overall,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,3.0
8210,8210,2014,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,8.3,,,1.8,4.7,11.8,912.0,Female,All Races,All Ages,Middle School,"(46.355648736, -94.794200503)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
8211,8211,2004,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,57.9,,,2.3,53.3,62.5,1569.0,Female,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
8212,8212,2000,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,25.3,,,2.7,20.0,30.7,1489.0,Overall,All Races,All Ages,High School,"(38.843840757, -106.133610921)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
8213,8213,2003,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,26.3,,,1.4,23.6,28.9,1635.0,Male,All Races,All Ages,High School,"(44.661319543001, -84.71439027)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
8214,8214,2003,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,50.1,,,1.8,46.5,53.7,1999.0,Overall,All Races,All Ages,High School,"(41.708280193, -71.522470314)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
8215,8215,2012,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,0.9,,,0.3,0.3,1.5,1160.0,Female,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
8216,8216,2000,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.0,,,0.5,0.1,1.9,689.0,Male,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
8217,8217,2001,MI,Michigan,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.7,,,0.4,0.0,1.4,877.0,Female,All Races,All Ages,Middle School,"(44.661319543001, -84.71439027)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
8218,8218,2002,MN,Minnesota,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,60.6,,,4.5,51.8,69.4,128.0,Male,All Races,All Ages,Middle School,"(46.355648736, -94.794200503)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
8219,8219,2003,MI,Michigan,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,18.9,,,2.0,15.0,22.8,3409.0,Overall,All Races,All Ages,High School,"(44.661319543001, -84.71439027)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
8220,8220,2007,MI,Michigan,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,48.3,,,5.4,37.8,58.8,176.0,Female,All Races,All Ages,High School,"(44.661319543001, -84.71439027)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,2.0
8221,8221,2015,GA,Georgia,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,50.5,,,7.6,35.6,65.5,59.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,3.0
8222,8222,2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,25.6,,,1.6,22.5,28.7,1627.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
8223,8223,2014,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,16.0,,,1.9,12.3,19.6,968.0,Male,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,3.0
8224,8224,2003,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.0,,,0.3,1.4,2.7,2333.0,Overall,All Races,All Ages,Middle School,"(41.708280193, -71.522470314)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
8225,8225,2000,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,10.4,,,1.9,6.7,14.1,698.0,Female,All Races,All Ages,Middle School,"(39.766910452, -86.149960194)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
8226,8226,2001,NH,New Hampshire,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,57.2,,,3.4,50.5,64.0,264.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,1.0
8227,8227,2008,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,3.4,,,0.5,2.4,4.4,2299.0,Overall,All Races,All Ages,Middle School,"(46.355648736, -94.794200503)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
8228,8228,2006,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,7.5,,,1.6,4.4,10.6,611.0,Male,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
8229,8229,2000,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,3.1,,,0.3,2.5,3.7,791.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
8230,8230,2000,KY,Kentucky,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,55.1,,,5.1,45.1,65.1,111.0,Male,All Races,All Ages,Middle School,"(37.645970271, -84.774971048)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,1.0
8231,8231,2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,17.8,,,1.8,14.3,21.3,1243.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
8232,8232,2005,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,18.2,,,1.8,14.7,21.7,1155.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
8233,8233,2009,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,4.2,,,0.5,3.2,5.2,2302.0,Overall,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
8234,8234,2006,MS,Mississippi,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,52.8,,,5.8,41.5,64.1,115.0,Overall,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4,2.0
8235,8235,1999,NJ,New Jersey,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,48.3,,,2.2,43.9,52.7,1604.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4,1.0
8236,8236,2003,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,11.0,,,1.6,7.9,14.1,957.0,Female,All Races,All Ages,High School,"(44.353130053, -100.373530637)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
8237,8237,2013,IN,Indiana,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,5.1,,,0.8,3.6,6.6,2434.0,Overall,All Races,All Ages,Middle School,"(39.766910452, -86.149960194)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,3.0
8238,8238,2004,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,6.8,,,1.2,4.3,9.2,782.0,Female,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
8239,8239,2006,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,29.6,,,2.1,25.4,33.8,783.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
8240,8240,2002,MS,Mississippi,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,45.8,,,5.5,35.1,56.5,125.0,Female,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,1.0
8241,8241,1999,TN,Tennessee,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,24.5,,,2.7,19.3,29.7,633.0,Male,All Races,All Ages,Middle School,"(35.68094058, -85.774490914)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
8242,8242,2003,UT,Utah,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,4.2,,,1.3,1.7,6.7,1310.0,Male,All Races,All Ages,High School,"(39.360700171, -111.587130635)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
8243,8243,2009,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,36.8,,,2.8,31.4,42.2,763.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,2.0
8244,8244,2002,MA,Massachusetts,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,26.4,,,2.5,21.6,31.2,884.0,Female,All Races,All Ages,Middle School,"(42.27687047, -72.082690675)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
8245,8245,2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.1,,,0.1,0.0,0.4,784.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
8246,8246,2009,MS,Mississippi,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,52.6,,,2.1,48.4,56.8,278.0,Overall,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,2.0
8247,8247,2000,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,9.6,,,1.5,6.6,12.6,999.0,Male,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
8248,8248,2009,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.2,0.0,0.5,795.0,Female,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
8249,8249,2001,MI,Michigan,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,6.7,,,0.7,5.3,8.2,3265.0,Overall,All Races,All Ages,High School,"(44.661319543001, -84.71439027)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
8250,8250,2006,KY,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,44.2,,,2.4,39.5,48.9,1403.0,Male,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
8251,8251,2005,OK,Oklahoma,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,45.3,,,7.7,30.2,60.4,52.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,2.0
8252,8252,2004,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,1.8,,,0.4,0.9,2.6,1896.0,Overall,All Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
8253,8253,2000,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.0,,,0.0,0.0,0.0,693.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
8254,8254,2015,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,6.0,,,0.8,4.5,7.4,2217.0,Overall,All Races,All Ages,High School,"(40.485010283, -88.997710178)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,3.0
8255,8255,2014,PA,Pennsylvania,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,48.5,,,4.4,40.0,57.1,90.0,Male,All Races,All Ages,High School,"(40.793730152, -77.860700294)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,3.0
8256,8256,2001,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,17.9,,,1.7,14.6,21.2,4214.0,Male,All Races,All Ages,Middle School,"(40.793730152, -77.860700294)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
8257,8257,2016,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,3.3,,,1.0,1.4,5.1,2431.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,3.0
8258,8258,2007,MO,Missouri,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,44.6,,,5.1,34.7,54.5,99.0,Female,All Races,All Ages,High School,"(38.635790776, -92.566300053)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,2.0
8259,8259,2001,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,4.5,,,0.7,3.2,5.8,2808.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
8260,8260,2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.0,,,0.0,0.0,0.0,1082.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
8261,8261,2001,FL,Florida,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.1,,,0.4,1.4,2.8,4224.0,Overall,All Races,All Ages,Middle School,"(28.932040377, -81.928960539)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
8262,8262,2001,MI,Michigan,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,5.8,,,0.9,4.1,7.6,873.0,Female,All Races,All Ages,Middle School,"(44.661319543001, -84.71439027)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
